,CL
2013-05-24 21:30:00,152.86
2013-05-28 21:30:00,153.72
2013-05-29 21:30:00,151.84
2013-05-30 21:30:00,152.32
2013-05-31 21:30:00,150.68
2013-06-03 21:30:00,152.16
2013-06-04 21:30:00,152.02
2013-06-05 21:30:00,152.45
2013-06-06 21:30:00,153.47
2013-06-07 21:30:00,154.74
2013-06-10 21:30:00,154.48
2013-06-11 21:30:00,154.09
2013-06-12 21:30:00,154.59
2013-06-13 21:30:00,155.4
2013-06-14 21:30:00,156.56
2013-06-17 21:30:00,156.48
2013-06-18 21:30:00,157.15
2013-06-19 21:30:00,156.95
2013-06-20 21:30:00,153.61
2013-06-21 21:30:00,152.16
2013-06-24 21:30:00,153.65
2013-06-25 21:30:00,153.79
2013-06-26 21:30:00,153.97
2013-06-27 21:30:00,155.52
2013-06-28 21:30:00,155.03
2013-07-01 21:30:00,156.46
2013-07-02 21:30:00,158.07
2013-07-03 21:30:00,159.71
2013-07-05 21:30:00,161.69
2013-07-08 21:30:00,161.61
2013-07-09 21:30:00,162.0
2013-07-10 21:30:00,164.99
2013-07-11 21:30:00,163.38
2013-07-12 21:30:00,164.42
2013-07-15 21:30:00,164.79
2013-07-16 21:30:00,164.47
2013-07-17 21:30:00,164.95
2013-07-18 21:30:00,166.51
2013-07-19 21:30:00,166.52
2013-07-22 21:30:00,165.59
2013-07-23 21:30:00,165.88
2013-07-24 21:30:00,164.04
2013-07-25 21:30:00,164.14
2013-07-26 21:30:00,163.35
2013-07-29 21:30:00,163.2
2013-07-30 21:30:00,161.73
2013-07-31 21:30:00,163.68
2013-08-01 21:30:00,166.54
2013-08-02 21:30:00,165.59
2013-08-05 21:30:00,165.21
2013-08-06 21:30:00,163.95
2013-08-07 21:30:00,163.02
2013-08-08 21:30:00,162.05
2013-08-09 21:30:00,164.62
2013-08-12 21:30:00,164.76
2013-08-13 21:30:00,165.48
2013-08-14 21:30:00,165.5
2013-08-15 21:30:00,165.98
2013-08-16 21:30:00,166.11
2013-08-19 21:30:00,165.75
2013-08-20 21:30:00,164.0
2013-08-21 21:30:00,162.74
2013-08-22 21:30:00,163.92
2013-08-23 21:30:00,165.31
2013-08-26 21:30:00,164.81
2013-08-27 21:30:00,167.9
2013-08-28 21:30:00,168.99
2013-08-29 21:30:00,167.69
2013-08-30 21:30:00,166.54
2013-09-03 21:30:00,167.43
2013-09-04 21:30:00,166.12
2013-09-05 21:30:00,167.26
2013-09-06 21:30:00,169.42
2013-09-09 21:30:00,168.41
2013-09-10 21:30:00,166.28
2013-09-11 21:30:00,166.45
2013-09-12 21:30:00,167.49
2013-09-13 21:30:00,167.1
2013-09-16 21:30:00,165.48
2013-09-17 21:30:00,164.31
2013-09-18 21:30:00,166.96
2013-09-19 21:30:00,165.28
2013-09-20 21:30:00,164.17
2013-09-23 21:30:00,163.01
2013-09-24 21:30:00,162.55
2013-09-25 21:30:00,162.08
2013-09-26 21:30:00,162.45
2013-09-27 21:30:00,162.29
2013-09-30 21:30:00,161.75
2013-10-01 21:30:00,161.46
2013-10-02 21:30:00,163.52
2013-10-03 21:30:00,162.73
2013-10-04 21:30:00,163.26
2013-10-07 21:30:00,162.45
2013-10-08 21:30:00,162.91
2013-10-09 21:30:00,161.03
2013-10-10 21:30:00,162.43
2013-10-11 21:30:00,161.44
2013-10-14 21:30:00,161.83
2013-10-15 21:30:00,160.63
2013-10-16 21:30:00,161.71
2013-10-17 21:30:00,160.09
2013-10-18 21:30:00,160.23
2013-10-21 21:30:00,158.64
2013-10-22 21:30:00,157.26
2013-10-23 21:30:00,155.82
2013-10-24 21:30:00,156.07
2013-10-25 21:30:00,156.81
2013-10-28 21:30:00,157.64
2013-10-29 21:30:00,157.16
2013-10-30 21:30:00,155.73
2013-10-31 21:30:00,155.34
2013-11-01 21:30:00,153.57
2013-11-04 21:30:00,153.58
2013-11-05 21:30:00,152.33
2013-11-06 21:30:00,153.76
2013-11-07 21:30:00,153.16
2013-11-08 21:30:00,153.56
2013-11-11 21:30:00,154.1
2013-11-12 21:30:00,152.0
2013-11-13 21:30:00,152.84
2013-11-14 21:30:00,152.72
2013-11-15 21:30:00,152.8
2013-11-18 21:30:00,151.99
2013-11-19 21:30:00,152.3
2013-11-20 21:30:00,152.26
2013-11-21 21:30:00,153.85
2013-11-22 21:30:00,153.25
2013-11-25 21:30:00,152.5
2013-11-26 21:30:00,152.09
2013-11-27 21:30:00,150.71
2013-11-29 21:30:00,151.13
2013-12-02 21:30:00,152.23
2013-12-03 21:30:00,154.45
2013-12-04 21:30:00,155.61
2013-12-05 21:30:00,155.79
2013-12-06 21:30:00,156.06
2013-12-09 21:30:00,155.75
2013-12-10 21:30:00,156.92
2013-12-11 21:30:00,155.85
2013-12-12 21:30:00,155.91
2013-12-13 21:30:00,155.01
2013-12-16 21:30:00,155.89
2013-12-17 21:30:00,155.63
2013-12-18 21:30:00,156.21
2013-12-19 21:30:00,157.19
2013-12-20 21:30:00,157.47
2013-12-23 21:30:00,157.06
2013-12-24 21:30:00,157.37
2013-12-26 21:30:00,157.7
2013-12-27 21:30:00,158.47
2013-12-30 21:30:00,157.44
2013-12-31 21:30:00,156.57
2014-01-02 21:30:00,153.59
2014-01-03 21:30:00,152.11
2014-01-06 21:30:00,151.58
2014-01-07 21:30:00,151.82
2014-01-08 21:30:00,150.48
2014-01-09 21:30:00,149.81
2014-01-10 21:30:00,150.87
2014-01-13 21:30:00,149.95
2014-01-14 21:30:00,150.74
2014-01-15 21:30:00,152.32
2014-01-16 21:30:00,152.11
2014-01-17 21:30:00,152.52
2014-01-21 21:30:00,152.9
2014-01-22 21:30:00,154.66
2014-01-23 21:30:00,155.25
2014-01-24 21:30:00,154.57
2014-01-27 21:30:00,153.65
2014-01-28 21:30:00,155.34
2014-01-29 21:30:00,155.29
2014-01-30 21:30:00,156.16
2014-01-31 21:30:00,155.42
2014-02-03 21:30:00,154.36
2014-02-04 21:30:00,155.12
2014-02-05 21:30:00,155.31
2014-02-06 21:30:00,155.77
2014-02-07 21:30:00,157.81
2014-02-10 21:30:00,157.99
2014-02-11 21:30:00,157.87
2014-02-12 21:30:00,158.3
2014-02-13 21:30:00,158.28
2014-02-14 21:30:00,158.23
2014-02-18 21:30:00,160.36
2014-02-19 21:30:00,161.24
2014-02-20 21:30:00,161.15
2014-02-21 21:30:00,160.6
2014-02-24 21:30:00,161.22
2014-02-25 21:30:00,160.23
2014-02-26 21:30:00,160.99
2014-02-27 21:30:00,160.8
2014-02-28 21:30:00,160.99
2014-03-03 21:30:00,163.32
2014-03-04 21:30:00,161.73
2014-03-05 21:30:00,159.85
2014-03-06 21:30:00,159.96
2014-03-07 21:30:00,160.98
2014-03-10 21:30:00,159.52
2014-03-11 21:30:00,158.43
2014-03-12 21:30:00,156.39
2014-03-13 21:30:00,156.6
2014-03-14 21:30:00,157.29
2014-03-17 21:30:00,156.48
2014-03-18 21:30:00,158.1
2014-03-19 21:30:00,158.77
2014-03-20 21:30:00,158.5
2014-03-21 21:30:00,159.06
2014-03-24 21:30:00,159.2
2014-03-25 21:30:00,158.79
2014-03-26 21:30:00,159.86
2014-03-27 21:30:00,160.88
2014-03-28 21:30:00,161.27
2014-03-31 21:30:00,161.18
2014-04-01 21:30:00,159.34
2014-04-02 21:30:00,159.22
2014-04-03 21:30:00,159.89
2014-04-04 21:30:00,160.74
2014-04-07 21:30:00,160.04
2014-04-08 21:30:00,162.16
2014-04-09 21:30:00,163.2
2014-04-10 21:30:00,163.0
2014-04-11 21:30:00,163.34
2014-04-14 21:30:00,163.65
2014-04-15 21:30:00,163.35
2014-04-16 21:30:00,163.36
2014-04-17 21:30:00,163.9
2014-04-21 21:30:00,163.97
2014-04-22 21:30:00,162.07
2014-04-23 21:30:00,161.76
2014-04-24 21:30:00,162.26
2014-04-25 21:30:00,160.92
2014-04-28 21:30:00,161.16
2014-04-29 21:30:00,161.6
2014-04-30 21:30:00,160.06
2014-05-01 21:30:00,159.74
2014-05-02 21:30:00,160.08
2014-05-05 21:30:00,159.8
2014-05-06 21:30:00,159.82
2014-05-07 21:30:00,161.09
2014-05-08 21:30:00,160.58
2014-05-09 21:30:00,160.31
2014-05-12 21:30:00,160.91
2014-05-13 21:30:00,162.02
2014-05-14 21:30:00,162.69
2014-05-15 21:30:00,161.82
2014-05-16 21:30:00,162.34
2014-05-19 21:30:00,162.93
2014-05-20 21:30:00,163.15
2014-05-21 21:30:00,164.89
2014-05-22 21:30:00,164.56
2014-05-23 21:30:00,165.17
2014-05-27 21:30:00,164.93
2014-05-28 21:30:00,163.54
2014-05-29 21:30:00,164.4
2014-05-30 21:30:00,163.53
2014-06-02 21:30:00,163.29
2014-06-03 21:30:00,163.48
2014-06-04 21:30:00,163.46
2014-06-05 21:30:00,163.3
2014-06-06 21:30:00,163.48
2014-06-09 21:30:00,165.23
2014-06-10 21:30:00,165.17
2014-06-11 21:30:00,165.22
2014-06-12 21:30:00,167.35
2014-06-13 21:30:00,167.73
2014-06-16 21:30:00,167.72
2014-06-17 21:30:00,167.18
2014-06-18 21:30:00,166.79
2014-06-19 21:30:00,167.25
2014-06-20 21:30:00,168.03
2014-06-23 21:30:00,167.37
2014-06-24 21:30:00,167.23
2014-06-25 21:30:00,167.7
2014-06-26 21:30:00,167.04
2014-06-27 21:30:00,166.94
2014-06-30 21:30:00,166.57
2014-07-01 21:30:00,166.54
2014-07-02 21:30:00,165.68
2014-07-03 21:30:00,165.26
2014-07-07 21:30:00,164.73
2014-07-08 21:30:00,164.6
2014-07-09 21:30:00,163.49
2014-07-10 21:30:00,164.13
2014-07-11 21:30:00,162.03
2014-07-14 21:30:00,162.11
2014-07-15 21:30:00,161.16
2014-07-16 21:30:00,162.4
2014-07-17 21:30:00,164.39
2014-07-18 21:30:00,164.33
2014-07-21 21:30:00,165.79
2014-07-22 21:30:00,165.32
2014-07-23 21:30:00,166.05
2014-07-24 21:30:00,165.0
2014-07-25 21:30:00,165.02
2014-07-28 21:30:00,164.6
2014-07-29 21:30:00,163.9
2014-07-30 21:30:00,163.2
2014-07-31 21:30:00,161.1
2014-08-01 21:30:00,160.81
2014-08-04 21:30:00,161.22
2014-08-05 21:30:00,160.31
2014-08-06 21:30:00,159.85
2014-08-07 21:30:00,160.27
2014-08-08 21:30:00,160.58
2014-08-11 21:30:00,161.01
2014-08-12 21:30:00,160.3
2014-08-13 21:30:00,160.52
2014-08-14 21:30:00,158.51
2014-08-15 21:30:00,160.28
2014-08-18 21:30:00,159.34
2014-08-19 21:30:00,157.41
2014-08-20 21:30:00,158.0
2014-08-21 21:30:00,158.51
2014-08-22 21:30:00,158.2
2014-08-25 21:30:00,157.9
2014-08-26 21:30:00,158.41
2014-08-27 21:30:00,158.43
2014-08-28 21:30:00,159.1
2014-08-29 21:30:00,160.51
2014-09-02 21:30:00,157.43
2014-09-03 21:30:00,160.09
2014-09-04 21:30:00,159.0
2014-09-05 21:30:00,157.84
2014-09-08 21:30:00,157.21
2014-09-09 21:30:00,157.3
2014-09-10 21:30:00,156.22
2014-09-11 21:30:00,157.38
2014-09-12 21:30:00,156.82
2014-09-15 21:30:00,157.47
2014-09-16 21:30:00,159.43
2014-09-17 21:30:00,158.97
2014-09-18 21:30:00,157.62
2014-09-19 21:30:00,156.96
2014-09-22 21:30:00,156.18
2014-09-23 21:30:00,156.87
2014-09-24 21:30:00,158.11
2014-09-25 21:30:00,157.84
2014-09-26 21:30:00,158.85
2014-09-29 21:30:00,159.88
2014-09-30 21:30:00,156.47
2014-10-01 21:30:00,156.04
2014-10-02 21:30:00,156.32
2014-10-03 21:30:00,155.05
2014-10-06 21:30:00,155.65
2014-10-07 21:30:00,154.16
2014-10-08 21:30:00,152.62
2014-10-09 21:30:00,151.08
2014-10-10 21:30:00,151.13
2014-10-13 21:30:00,151.05
2014-10-14 21:30:00,147.15
2014-10-15 21:30:00,147.09
2014-10-16 21:30:00,148.01
2014-10-17 21:30:00,148.06
2014-10-20 21:30:00,148.02
2014-10-21 21:30:00,148.6
2014-10-22 21:30:00,146.63
2014-10-23 21:30:00,148.2
2014-10-24 21:30:00,147.12
2014-10-27 21:30:00,147.11
2014-10-28 21:30:00,147.53
2014-10-29 21:30:00,148.31
2014-10-30 21:30:00,147.23
2014-10-31 21:30:00,146.65
2014-11-03 21:30:00,144.89
2014-11-04 21:30:00,143.3
2014-11-05 21:30:00,144.79
2014-11-06 21:30:00,144.02
2014-11-07 21:30:00,144.76
2014-11-10 21:30:00,143.51
2014-11-11 21:30:00,144.05
2014-11-12 21:30:00,143.29
2014-11-13 21:30:00,140.32
2014-11-14 21:30:00,141.93
2014-11-17 21:30:00,141.75
2014-11-18 21:30:00,140.72
2014-11-19 21:30:00,140.69
2014-11-20 21:30:00,142.04
2014-11-21 21:30:00,142.7
2014-11-24 21:30:00,141.97
2014-11-25 21:30:00,140.28
2014-11-26 21:30:00,139.88
2014-11-28 21:30:00,132.34
2014-12-01 21:30:00,135.19
2014-12-02 21:30:00,133.07
2014-12-03 21:30:00,133.57
2014-12-04 21:30:00,133.0
2014-12-05 21:30:00,132.03
2014-12-08 21:30:00,129.24
2014-12-09 21:30:00,130.01
2014-12-10 21:30:00,127.13
2014-12-11 21:30:00,126.14
2014-12-12 21:30:00,124.0
2014-12-15 21:30:00,122.1
2014-12-16 21:30:00,122.12
2014-12-17 21:30:00,122.66
2014-12-18 21:30:00,120.3
2014-12-19 21:30:00,123.07
2014-12-22 21:30:00,121.2
2014-12-23 21:30:00,123.06
2014-12-24 21:30:00,121.78
2014-12-26 21:30:00,120.67
2014-12-29 21:30:00,119.55
2014-12-30 21:30:00,120.06
2014-12-31 21:30:00,119.21
2015-01-02 21:30:00,118.63
2015-01-05 21:30:00,115.98
2015-01-06 21:30:00,113.87
2015-01-07 21:30:00,114.59
2015-01-08 21:30:00,114.73
2015-01-09 21:30:00,114.3
2015-01-12 21:30:00,112.01
2015-01-13 21:30:00,111.83
2015-01-14 21:30:00,114.42
2015-01-15 21:30:00,112.19
2015-01-16 21:30:00,114.63
2015-01-20 21:30:00,111.97
2015-01-21 21:30:00,113.28
2015-01-22 21:30:00,111.81
2015-01-23 21:30:00,111.09
2015-01-26 21:30:00,110.65
2015-01-27 21:30:00,111.73
2015-01-28 21:30:00,109.95
2015-01-29 21:30:00,110.03
2015-01-30 21:30:00,113.74
2015-02-02 21:30:00,115.07
2015-02-03 21:30:00,118.55
2015-02-04 21:30:00,113.95
2015-02-05 21:30:00,115.98
2015-02-06 21:30:00,117.19
2015-02-09 21:30:00,118.36
2015-02-10 21:30:00,115.52
2015-02-11 21:30:00,114.34
2015-02-12 21:30:00,116.71
2015-02-13 21:30:00,118.28
2015-02-17 21:30:00,119.03
2015-02-18 21:30:00,117.64
2015-02-19 21:30:00,116.66
2015-02-20 21:30:00,115.64
2015-02-23 21:30:00,114.28
2015-02-24 21:30:00,114.11
2015-02-25 21:30:00,115.82
2015-02-26 21:30:00,113.0
2015-02-27 21:30:00,114.59
2015-03-02 21:30:00,114.42
2015-03-03 21:30:00,115.35
2015-03-04 21:30:00,116.36
2015-03-05 21:30:00,115.59
2015-03-06 21:30:00,114.44
2015-03-09 21:30:00,114.83
2015-03-10 21:30:00,113.12
2015-03-11 21:30:00,113.0
2015-03-12 21:30:00,111.88
2015-03-13 21:30:00,109.67
2015-03-16 21:30:00,108.71
2015-03-17 21:30:00,108.29
2015-03-18 21:30:00,109.49
2015-03-19 21:30:00,108.79
2015-03-20 21:30:00,109.83
2015-03-23 21:30:00,110.71
2015-03-24 21:30:00,110.77
2015-03-25 21:30:00,112.47
2015-03-26 21:30:00,114.69
2015-03-27 21:30:00,112.13
2015-03-30 21:30:00,111.94
2015-03-31 21:30:00,110.86
2015-04-01 21:30:00,113.35
2015-04-02 21:30:00,112.4
2015-04-06 21:30:00,115.4
2015-04-07 21:30:00,117.24
2015-04-08 21:30:00,113.68
2015-04-09 21:30:00,114.05
2015-04-10 21:30:00,114.9
2015-04-13 21:30:00,115.17
2015-04-14 21:30:00,116.55
2015-04-15 21:30:00,119.65
2015-04-16 21:30:00,119.97
2015-04-17 21:30:00,119.0
2015-04-20 21:30:00,119.64
2015-04-21 21:30:00,118.37
2015-04-22 21:30:00,117.92
2015-04-23 21:30:00,119.5
2015-04-24 21:30:00,118.91
2015-04-27 21:30:00,118.75
2015-04-28 21:30:00,118.82
2015-04-29 21:30:00,120.34
2015-04-30 21:30:00,121.39
2015-05-01 21:30:00,120.91
2015-05-04 21:30:00,120.69
2015-05-05 21:30:00,122.16
2015-05-06 21:30:00,122.69
2015-05-07 21:30:00,120.7
2015-05-08 21:30:00,121.15
2015-05-11 21:30:00,121.01
2015-05-12 21:30:00,122.51
2015-05-13 21:30:00,122.26
2015-05-14 21:30:00,121.64
2015-05-15 21:30:00,121.45
2015-05-18 21:30:00,121.19
2015-05-19 21:30:00,118.94
2015-05-20 21:30:00,119.93
2015-05-21 21:30:00,121.67
2015-05-22 21:30:00,120.67
2015-05-26 21:30:00,118.98
2015-05-27 21:30:00,118.46
2015-05-28 21:30:00,118.63
2015-05-29 21:30:00,121.25
2015-06-01 21:30:00,121.15
2015-06-02 21:30:00,122.21
2015-06-03 21:30:00,120.59
2015-06-04 21:30:00,118.95
2015-06-05 21:30:00,120.08
2015-06-08 21:30:00,119.09
2015-06-09 21:30:00,121.09
2015-06-10 21:30:00,122.38
2015-06-11 21:30:00,121.72
2015-06-12 21:30:00,120.91
2015-06-15 21:30:00,120.47
2015-06-16 21:30:00,120.92
2015-06-17 21:30:00,120.87
2015-06-18 21:30:00,121.4
2015-06-19 21:30:00,120.56
2015-06-22 21:30:00,120.97
2015-06-23 21:30:00,121.6
2015-06-24 21:30:00,120.86
2015-06-25 21:30:00,120.29
2015-06-26 21:30:00,120.22
2015-06-29 21:30:00,118.92
2015-06-30 21:30:00,120.06
2015-07-01 21:30:00,117.55
2015-07-02 21:30:00,117.52
2015-07-06 21:30:00,113.12
2015-07-07 21:30:00,112.92
2015-07-08 21:30:00,112.24
2015-07-09 21:30:00,113.37
2015-07-10 21:30:00,113.33
2015-07-13 21:30:00,112.79
2015-07-14 21:30:00,113.63
2015-07-15 21:30:00,112.0
2015-07-16 21:30:00,111.5
2015-07-17 21:30:00,111.48
2015-07-20 21:30:00,110.74
2015-07-21 21:30:00,111.16
2015-07-22 21:30:00,109.49
2015-07-23 21:30:00,108.75
2015-07-24 21:30:00,108.44
2015-07-27 21:30:00,107.69
2015-07-28 21:30:00,108.28
2015-07-29 21:30:00,109.09
2015-07-30 21:30:00,108.82
2015-07-31 21:30:00,107.42
2015-08-03 21:30:00,105.47
2015-08-04 21:30:00,106.04
2015-08-05 21:30:00,105.45
2015-08-06 21:30:00,104.96
2015-08-07 21:30:00,104.17
2015-08-10 21:30:00,105.26
2015-08-11 21:30:00,103.38
2015-08-12 21:30:00,103.6
2015-08-13 21:30:00,102.53
2015-08-14 21:30:00,102.8
2015-08-17 21:30:00,102.17
2015-08-18 21:30:00,102.92
2015-08-19 21:30:00,101.1
2015-08-20 21:30:00,101.15
2015-08-21 21:30:00,100.28
2015-08-24 21:30:00,98.07
2015-08-25 21:30:00,99.14
2015-08-26 21:30:00,98.43
2015-08-27 21:30:00,102.39
2015-08-28 21:30:00,105.05
2015-08-31 21:30:00,109.03
2015-09-01 21:30:00,105.24
2015-09-02 21:30:00,106.08
2015-09-03 21:30:00,106.58
2015-09-04 21:30:00,105.88
2015-09-08 21:30:00,105.77
2015-09-09 21:30:00,103.98
2015-09-10 21:30:00,105.75
2015-09-11 21:30:00,104.46
2015-09-14 21:30:00,103.83
2015-09-15 21:30:00,104.42
2015-09-16 21:30:00,106.98
2015-09-17 21:30:00,106.73
2015-09-18 21:30:00,104.51
2015-09-21 21:30:00,106.51
2015-09-22 21:30:00,105.91
2015-09-23 21:30:00,104.03
2015-09-24 21:30:00,104.46
2015-09-25 21:30:00,105.25
2015-09-28 21:30:00,103.98
2015-09-29 21:30:00,104.78
2015-09-30 21:30:00,104.64
2015-10-01 21:30:00,104.29
2015-10-02 21:30:00,105.09
2015-10-05 21:30:00,105.81
2015-10-06 21:30:00,108.08
2015-10-07 21:30:00,107.36
2015-10-08 21:30:00,108.98
2015-10-09 21:30:00,109.18
2015-10-12 21:30:00,106.65
2015-10-13 21:30:00,106.21
2015-10-14 21:30:00,106.19
2015-10-15 21:30:00,105.93
2015-10-16 21:30:00,106.81
2015-10-19 21:30:00,105.44
2015-10-20 21:30:00,105.45
2015-10-21 21:30:00,104.36
2015-10-22 21:30:00,104.54
2015-10-23 21:30:00,103.76
2015-10-26 21:30:00,103.14
2015-10-27 21:30:00,102.36
2015-10-28 21:30:00,105.1
2015-10-29 21:30:00,105.22
2015-10-30 21:30:00,105.75
2015-11-02 21:30:00,105.3
2015-11-03 21:30:00,107.06
2015-11-04 21:30:00,105.48
2015-11-05 21:30:00,104.36
2015-11-06 21:30:00,103.45
2015-11-09 21:30:00,103.03
2015-11-10 21:30:00,103.37
2015-11-11 21:30:00,102.09
2015-11-12 21:30:00,100.91
2015-11-13 21:30:00,99.9
2015-11-16 21:30:00,100.9
2015-11-17 21:30:00,99.83
2015-11-18 21:30:00,99.91
2015-11-19 21:30:00,99.7
2015-11-20 21:30:00,99.88
2015-11-23 21:30:00,99.73
2015-11-24 21:30:00,100.85
2015-11-25 21:30:00,101.02
2015-11-27 21:30:00,99.69
2015-11-30 21:30:00,99.63
2015-12-01 21:30:00,99.83
2015-12-02 21:30:00,97.92
2015-12-03 21:30:00,99.06
2015-12-04 21:30:00,97.95
2015-12-07 21:30:00,95.63
2015-12-08 21:30:00,95.49
2015-12-09 21:30:00,95.14
2015-12-10 21:30:00,94.74
2015-12-11 21:30:00,93.6
2015-12-14 21:30:00,94.29
2015-12-15 21:30:00,95.33
2015-12-16 21:30:00,93.5
2015-12-17 21:30:00,92.93
2015-12-18 21:30:00,92.71
2015-12-21 21:30:00,92.46
2015-12-22 21:30:00,92.79
2015-12-23 21:30:00,94.15
2015-12-24 21:30:00,94.75
2015-12-28 21:30:00,93.46
2015-12-29 21:30:00,94.52
2015-12-30 21:30:00,93.25
2015-12-31 21:30:00,93.69
2016-01-04 21:30:00,93.41
2016-01-05 21:30:00,92.62
2016-01-06 21:30:00,90.62
2016-01-07 21:30:00,89.92
2016-01-08 21:30:00,89.81
2016-01-11 21:30:00,88.06
2016-01-12 21:30:00,87.09
2016-01-13 21:30:00,87.13
2016-01-14 21:30:00,87.85
2016-01-15 21:30:00,86.07
2016-01-19 21:30:00,85.11
2016-01-20 21:30:00,83.89
2016-01-21 21:30:00,85.07
2016-01-22 21:30:00,87.73
2016-01-25 21:30:00,85.88
2016-01-26 21:30:00,86.99
2016-01-27 21:30:00,87.84
2016-01-28 21:30:00,88.76
2016-01-29 21:30:00,89.16
2016-02-01 21:30:00,87.16
2016-02-02 21:30:00,85.42
2016-02-03 21:30:00,87.82
2016-02-04 21:30:00,87.26
2016-02-05 21:30:00,86.43
2016-02-08 21:30:00,85.23
2016-02-09 21:30:00,83.48
2016-02-10 21:30:00,82.99
2016-02-11 21:30:00,81.75
2016-02-12 21:30:00,84.98
2016-02-16 21:30:00,84.58
2016-02-17 21:30:00,86.2
2016-02-18 21:30:00,86.31
2016-02-19 21:30:00,85.18
2016-02-22 21:30:00,86.82
2016-02-23 21:30:00,85.3
2016-02-24 21:30:00,85.58
2016-02-25 21:30:00,86.5
2016-02-26 21:30:00,86.21
2016-02-29 21:30:00,87.18
2016-03-01 21:30:00,87.83
2016-03-02 21:30:00,88.09
2016-03-03 21:30:00,88.0
2016-03-04 21:30:00,89.35
2016-03-07 21:30:00,91.33
2016-03-08 21:30:00,89.93
2016-03-09 21:30:00,91.72
2016-03-10 21:30:00,91.27
2016-03-11 21:30:00,91.93
2016-03-14 21:30:00,90.61
2016-03-15 21:30:00,89.77
2016-03-16 21:30:00,91.89
2016-03-17 21:30:00,93.63
2016-03-18 21:30:00,92.87
2016-03-21 21:30:00,93.25
2016-03-22 21:30:00,93.18
2016-03-23 21:30:00,91.52
2016-03-24 21:30:00,91.19
2016-03-28 21:30:00,91.12
2016-03-29 21:30:00,90.01
2016-03-30 21:30:00,90.05
2016-03-31 21:30:00,90.07
2016-04-01 21:30:00,88.52
2016-04-04 21:30:00,87.43
2016-04-05 21:30:00,87.62
2016-04-06 21:30:00,89.48
2016-04-07 21:30:00,88.99
2016-04-08 21:30:00,91.45
2016-04-11 21:30:00,92.09
2016-04-12 21:30:00,93.9
2016-04-13 21:30:00,93.49
2016-04-14 21:30:00,93.23
2016-04-15 21:30:00,92.09
2016-04-18 21:30:00,91.51
2016-04-19 21:30:00,92.81
2016-04-20 21:30:00,94.52
2016-04-21 21:30:00,93.52
2016-04-22 21:30:00,94.07
2016-04-25 21:30:00,92.98
2016-04-26 21:30:00,94.38
2016-04-27 21:30:00,95.67
2016-04-28 21:30:00,96.37
2016-04-29 21:30:00,96.26
2016-05-02 21:30:00,95.12
2016-05-03 21:30:00,93.99
2016-05-04 21:30:00,94.12
2016-05-05 21:30:00,94.66
2016-05-06 21:30:00,95.0
2016-05-09 21:30:00,93.78
2016-05-10 21:30:00,95.0
2016-05-11 21:30:00,96.57
2016-05-12 21:30:00,97.04
2016-05-13 21:30:00,96.55
2016-05-16 21:30:00,98.06
2016-05-17 21:30:00,98.65
2016-05-18 21:30:00,98.53
2016-05-19 21:30:00,98.5
2016-05-20 21:30:00,98.24
2016-05-23 21:30:00,97.91
2016-05-24 21:30:00,98.45
2016-05-25 21:30:00,99.39
2016-05-26 21:30:00,99.31
2016-05-27 21:30:00,99.16
2016-05-31 21:30:00,98.93
2016-06-01 21:30:00,98.84
2016-06-02 21:30:00,99.0
2016-06-03 21:30:00,98.45
2016-06-06 21:30:00,99.52
2016-06-07 21:30:00,100.19
2016-06-08 21:30:00,101.06
2016-06-09 21:30:00,100.39
2016-06-10 21:30:00,98.9
2016-06-13 21:30:00,98.71
2016-06-14 21:30:00,98.32
2016-06-15 21:30:00,97.84
2016-06-16 21:30:00,96.04
2016-06-17 21:30:00,97.81
2016-06-20 21:30:00,99.2
2016-06-21 21:30:00,99.09
2016-06-22 21:30:00,98.37
2016-06-23 21:30:00,99.35
2016-06-24 21:30:00,96.88
2016-06-27 21:30:00,95.57
2016-06-28 21:30:00,97.09
2016-06-29 21:30:00,99.12
2016-06-30 21:30:00,97.57
2016-07-01 21:30:00,98.23
2016-07-05 21:30:00,95.84
2016-07-06 21:30:00,96.67
2016-07-07 21:30:00,94.38
2016-07-08 21:30:00,94.65
2016-07-11 21:30:00,94.0
2016-07-12 21:30:00,96.04
2016-07-13 21:30:00,93.99
2016-07-14 21:30:00,94.92
2016-07-15 21:30:00,95.19
2016-07-18 21:30:00,94.48
2016-07-19 21:30:00,93.89
2016-07-20 21:30:00,94.19
2016-07-21 21:30:00,93.19
2016-07-22 21:30:00,92.63
2016-07-25 21:30:00,91.57
2016-07-26 21:30:00,91.36
2016-07-27 21:30:00,90.36
2016-07-28 21:30:00,89.58
2016-07-29 21:30:00,90.04
2016-08-01 21:30:00,88.5
2016-08-02 21:30:00,87.95
2016-08-03 21:30:00,89.27
2016-08-04 21:30:00,90.37
2016-08-05 21:30:00,90.24
2016-08-08 21:30:00,91.46
2016-08-09 21:30:00,91.21
2016-08-10 21:30:00,90.15
2016-08-11 21:30:00,91.93
2016-08-12 21:30:00,92.93
2016-08-15 21:30:00,94.18
2016-08-16 21:30:00,95.02
2016-08-17 21:30:00,95.23
2016-08-18 21:30:00,96.66
2016-08-19 21:30:00,96.96
2016-08-22 21:30:00,95.26
2016-08-23 21:30:00,95.95
2016-08-24 21:30:00,94.62
2016-08-25 21:30:00,95.18
2016-08-26 21:30:00,95.49
2016-08-29 21:30:00,94.83
